Fecha;Mes;Canal;Dispositivo;Edad;Género;Visitas;Visitas recurrentes;Pedidos;Precio medio;Número medio artículos;Suscripciones newletter;Suscripciones web
15/02/2021;Total;Redes sociales;Total;Total;Total;380;50;1,5;77;2,5;172;86
16/02/2021;Total;Redes sociales;Total;Total;Total;390;60;1,4;40;4;180;90
17/02/2021;Total;Redes sociales;Total;Total;Total;400;70;1,6;35;2;188;94
18/02/2021;Total;Redes sociales;Total;Total;Total;410;70;1,6;36;2,5;192;96
19/02/2021;Total;Redes sociales;Total;Total;Total;390;40;1,4;42;3;172;86
20/02/2021;Total;Redes sociales;Total;Total;Total;420;60;1,6;56;1,5;192;96
21/02/2021;Total;Redes sociales;Total;Total;Total;400;50;1,5;57;2,5;180;90
22/02/2021;Total;Redes sociales;Total;Total;Total;410;60;1,4;35;4;188;94
23/02/2021;Total;Redes sociales;Total;Total;Total;430;50;1,5;45;2;192;96
24/02/2021;Total;Redes sociales;Total;Total;Total;440;60;1,6;60;2,5;200;100
25/02/2021;Total;Redes sociales;Total;Total;Total;450;70;1,6;70;3;208;104
26/02/2021;Total;Redes sociales;Total;Total;Total;430;60;1,4;45;1,5;196;98
27/02/2021;Total;Redes sociales;Total;Total;Total;450;70;1,5;46;2,5;208;104
28/02/2021;Total;Redes sociales;Total;Total;Total;460;70;1,6;35;4;212;106
01/01/2021;Total;Redes sociales paid;Total;Total;Total;100;30;1;40;2,5;52;26
02/01/2021;Total;Redes sociales paid;Total;Total;Total;150;30;1;35;3;72;36
03/01/2021;Total;Redes sociales paid;Total;Total;Total;150;30;1;36;1,5;72;36
04/01/2021;Total;Redes sociales paid;Total;Total;Total;180;30;1;42;2,5;84;42
05/01/2021;Total;Redes sociales paid;Total;Total;Total;200;30;1;56;4;92;46
06/01/2021;Total;Redes sociales paid;Total;Total;Total;200;30;1;57;2;92;46
07/01/2021;Total;Redes sociales paid;Total;Total;Total;210;30;1;35;2,5;96;48
08/01/2021;Total;Redes sociales paid;Total;Total;Total;220;30;1;45;3;100;50
09/01/2021;Total;Redes sociales paid;Total;Total;Total;180;30;1;60;1,5;84;42
10/01/2021;Total;Redes sociales paid;Total;Total;Total;190;30;1;70;2,5;88;44
11/01/2021;Total;Redes sociales paid;Total;Total;Total;220;30;1;45;4;100;50
12/01/2021;Total;Redes sociales paid;Total;Total;Total;200;30;1;46;2;92;46
13/01/2021;Total;Redes sociales paid;Total;Total;Total;210;30;1;35;2,5;96;48
14/01/2021;Total;Redes sociales paid;Total;Total;Total;240;30;1;65;3;108;54
15/01/2021;Total;Redes sociales paid;Total;Total;Total;250;30;1;50;1,5;112;56
16/01/2021;Total;Redes sociales paid;Total;Total;Total;240;30;1;45;2,5;108;54
17/01/2021;Total;Redes sociales paid;Total;Total;Total;220;30;1;65;4;100;50
18/01/2021;Total;Redes sociales paid;Total;Total;Total;260;30;1;70;2;116;58
19/01/2021;Total;Redes sociales paid;Total;Total;Total;270;30;1;35;2,5;120;60
20/01/2021;Total;Redes sociales paid;Total;Total;Total;250;30;1;45;3;112;56
21/01/2021;Total;Redes sociales paid;Total;Total;Total;260;30;1;55;1,5;116;58
22/01/2021;Total;Redes sociales paid;Total;Total;Total;270;30;1;67;2,5;120;60
23/01/2021;Total;Redes sociales paid;Total;Total;Total;240;30;1;77;4;108;54
24/01/2021;Total;Redes sociales paid;Total;Total;Total;230;30;1;40;2;104;52
25/01/2021;Total;Redes sociales paid;Total;Total;Total;280;30;1;35;2,5;124;62
26/01/2021;Total;Redes sociales paid;Total;Total;Total;290;30;1;36;3;128;64
27/01/2021;Total;Redes sociales paid;Total;Total;Total;300;30;1;42;1,5;132;66
28/01/2021;Total;Redes sociales paid;Total;Total;Total;310;30;1;56;2,5;136;68
29/01/2021;Total;Redes sociales paid;Total;Total;Total;290;30;1;57;4;128;64
30/01/2021;Total;Redes sociales paid;Total;Total;Total;280;30;1;35;2;124;62
31/01/2021;Total;Redes sociales paid;Total;Total;Total;295;30;1;45;2,5;130;65
01/02/2021;Total;Redes sociales paid;Total;Total;Total;320;30;1;60;3;140;70
02/02/2021;Total;Redes sociales paid;Total;Total;Total;330;30;1;70;1,5;144;72
03/02/2021;Total;Redes sociales paid;Total;Total;Total;310;30;1;45;2,5;136;68
04/02/2021;Total;Redes sociales paid;Total;Total;Total;320;30;1;46;4;140;70
05/02/2021;Total;Redes sociales paid;Total;Total;Total;310;30;1;35;2;136;68
06/02/2021;Total;Redes sociales paid;Total;Total;Total;350;30;1;65;2,5;152;76
07/02/2021;Total;Redes sociales paid;Total;Total;Total;360;30;1;50;3;156;78
08/02/2021;Total;Redes sociales paid;Total;Total;Total;330;30;1;45;1,5;144;72
09/02/2021;Total;Redes sociales paid;Total;Total;Total;360;30;1;65;2,5;156;78
10/02/2021;Total;Redes sociales paid;Total;Total;Total;350;30;1;70;4;152;76
11/02/2021;Total;Redes sociales paid;Total;Total;Total;340;30;1;35;2;148;74
12/02/2021;Total;Redes sociales paid;Total;Total;Total;370;30;1;45;2,5;160;80
13/02/2021;Total;Redes sociales paid;Total;Total;Total;380;30;1;55;3;164;82
14/02/2021;Total;Redes sociales paid;Total;Total;Total;390;30;1;67;1,5;168;84
15/02/2021;Total;Redes sociales paid;Total;Total;Total;380;30;1;77;2,5;164;82
16/02/2021;Total;Redes sociales paid;Total;Total;Total;390;30;1;40;4;168;84
17/02/2021;Total;Redes sociales paid;Total;Total;Total;400;30;1;35;2;172;86
18/02/2021;Total;Redes sociales paid;Total;Total;Total;410;30;1;36;2,5;176;88
19/02/2021;Total;Redes sociales paid;Total;Total;Total;390;30;1;42;3;168;84
20/02/2021;Total;Redes sociales paid;Total;Total;Total;420;30;1;56;1,5;180;90
21/02/2021;Total;Redes sociales paid;Total;Total;Total;400;30;1;57;2,5;172;86
22/02/2021;Total;Redes sociales paid;Total;Total;Total;410;30;1;35;4;176;88
23/02/2021;Total;Redes sociales paid;Total;Total;Total;430;30;1;45;2;184;92
24/02/2021;Total;Redes sociales paid;Total;Total;Total;440;30;1;60;2,5;188;94
25/02/2021;Total;Redes sociales paid;Total;Total;Total;450;30;1;70;3;192;96
26/02/2021;Total;Redes sociales paid;Total;Total;Total;430;30;1;45;1,5;184;92
27/02/2021;Total;Redes sociales paid;Total;Total;Total;450;30;1;46;2,5;192;96
28/02/2021;Total;Redes sociales paid;Total;Total;Total;460;30;1;35;4;196;98
01/01/2021;Total;Google ads;Total;Total;Mujer;250;75;2,5;40;2,5;130;65
02/01/2021;Total;Google ads;Total;Total;Mujer;375;50;3;35;3;170;85
03/01/2021;Total;Google ads;Total;Total;Mujer;375;125;2;36;1,5;200;100
04/01/2021;Total;Google ads;Total;Total;Mujer;450;150;3;42;2,5;240;120
05/01/2021;Total;Google ads;Total;Total;Mujer;500;75;3;56;4;230;115
06/01/2021;Total;Google ads;Total;Total;Mujer;500;75;3;57;2;230;115
07/01/2021;Total;Google ads;Total;Total;Mujer;525;100;2,75;35;2,5;250;125
08/01/2021;Total;Google ads;Total;Total;Mujer;550;125;2,5;45;3;270;135
09/01/2021;Total;Google ads;Total;Total;Mujer;450;75;2,25;60;1,5;210;105
10/01/2021;Total;Google ads;Total;Total;Mujer;475;100;2,75;70;2,5;230;115
11/01/2021;Total;Google ads;Total;Total;Mujer;550;125;2,25;45;4;270;135
12/01/2021;Total;Google ads;Total;Total;Mujer;500;75;2,5;46;2;230;115
13/01/2021;Total;Google ads;Total;Total;Mujer;525;100;2,75;35;2,5;250;125
14/01/2021;Total;Google ads;Total;Total;Mujer;600;125;3;65;3;290;145
15/01/2021;Total;Google ads;Total;Total;Mujer;625;100;2,75;50;1,5;290;145
16/01/2021;Total;Google ads;Total;Total;Mujer;600;50;2,5;45;2,5;260;130
17/01/2021;Total;Google ads;Total;Total;Mujer;550;125;2,75;65;4;270;135
18/01/2021;Total;Google ads;Total;Total;Mujer;650;150;3;70;2;320;160
19/01/2021;Total;Google ads;Total;Total;Mujer;675;100;3,25;35;2,5;310;155
20/01/2021;Total;Google ads;Total;Total;Mujer;625;75;2,75;45;3;280;140
21/01/2021;Total;Google ads;Total;Total;Mujer;650;125;3,25;55;1,5;310;155
22/01/2021;Total;Google ads;Total;Total;Mujer;675;150;3,5;67;2,5;330;165
23/01/2021;Total;Google ads;Total;Total;Mujer;600;100;3;77;4;280;140
24/01/2021;Total;Google ads;Total;Total;Mujer;575;75;2,5;40;2;260;130
25/01/2021;Total;Google ads;Total;Total;Mujer;700;100;2,75;35;2,5;320;160
26/01/2021;Total;Google ads;Total;Total;Mujer;725;150;2,25;36;3;350;175
27/01/2021;Total;Google ads;Total;Total;Mujer;750;125;3,5;42;1,5;350;175
28/01/2021;Total;Google ads;Total;Total;Mujer;775;150;3,75;56;2,5;370;185
29/01/2021;Total;Google ads;Total;Total;Mujer;725;100;3,5;57;4;330;165
30/01/2021;Total;Google ads;Total;Total;Mujer;700;50;3;35;2;300;150
31/01/2021;Total;Google ads;Total;Total;Mujer;737,5;100;3,25;45;2,5;335;167,5
01/02/2021;Total;Google ads;Total;Total;Mujer;800;150;3,75;60;3;380;190
02/02/2021;Total;Google ads;Total;Total;Mujer;825;100;3,25;70;1,5;370;185
03/02/2021;Total;Google ads;Total;Total;Mujer;775;100;3;45;2,5;350;175
04/02/2021;Total;Google ads;Total;Total;Mujer;800;125;3,5;46;4;370;185
05/02/2021;Total;Google ads;Total;Total;Mujer;775;75;3,25;35;2;340;170
06/02/2021;Total;Google ads;Total;Total;Mujer;875;100;3,75;65;2,5;390;195
07/02/2021;Total;Google ads;Total;Total;Mujer;900;125;3,75;50;3;410;205
08/02/2021;Total;Google ads;Total;Total;Mujer;825;75;3;45;1,5;360;180
09/02/2021;Total;Google ads;Total;Total;Mujer;900;150;4;65;2,5;420;210
10/02/2021;Total;Google ads;Total;Total;Mujer;875;125;3,75;70;4;400;200
11/02/2021;Total;Google ads;Total;Total;Mujer;850;100;3,5;35;2;380;190
12/02/2021;Total;Google ads;Total;Total;Mujer;925;125;3,25;45;2,5;420;210
13/02/2021;Total;Google ads;Total;Total;Mujer;950;75;3,75;55;3;410;205
14/02/2021;Total;Google ads;Total;Total;Mujer;975;150;4;67;1,5;450;225
15/02/2021;Total;Google ads;Total;Total;Mujer;950;125;3,75;77;2,5;430;215
16/02/2021;Total;Google ads;Total;Total;Mujer;975;150;3,5;40;4;450;225
17/02/2021;Total;Google ads;Total;Total;Mujer;1000;175;4;35;2;470;235
18/02/2021;Total;Google ads;Total;Total;Mujer;1025;175;4;36;2,5;480;240
19/02/2021;Total;Google ads;Total;Total;Mujer;975;100;3,5;42;3;430;215
20/02/2021;Total;Google ads;Total;Total;Mujer;1050;150;4;56;1,5;480;240
21/02/2021;Total;Google ads;Total;Total;Mujer;1000;125;3,75;57;2,5;450;225
22/02/2021;Total;Google ads;Total;Total;Mujer;1025;150;3,5;35;4;470;235
23/02/2021;Total;Google ads;Total;Total;Mujer;1075;125;3,75;45;2;480;240
24/02/2021;Total;Google ads;Total;Total;Mujer;1100;150;4;60;2,5;500;250
25/02/2021;Total;Google ads;Total;Total;Mujer;1125;175;4;70;3;520;260
26/02/2021;Total;Google ads;Total;Total;Mujer;1075;150;3,5;45;1,5;490;245
27/02/2021;Total;Google ads;Total;Total;Mujer;1125;175;3,75;46;2,5;520;260
28/02/2021;Total;Google ads;Total;Total;Mujer;1150;175;4;35;4;530;265
01/01/2021;Total;SEO;Total;Total;Mujer;150;45;1,5;40;2,5;78;39
02/01/2021;Total;SEO;Total;Total;Mujer;225;30;1,8;35;3;102;51
03/01/2021;Total;SEO;Total;Total;Mujer;225;75;1,2;36;1,5;120;60
04/01/2021;Total;SEO;Total;Total;Mujer;270;90;1,8;42;2,5;144;72
05/01/2021;Total;SEO;Total;Total;Mujer;300;45;1,8;56;4;138;69
06/01/2021;Total;SEO;Total;Total;Mujer;300;45;1,8;57;2;138;69
07/01/2021;Total;SEO;Total;Total;Mujer;315;60;1,65;35;2,5;150;75
08/01/2021;Total;SEO;Total;Total;Mujer;330;75;1,5;45;3;162;81
09/01/2021;Total;SEO;Total;Total;Mujer;270;45;1,35;60;1,5;126;63
10/01/2021;Total;SEO;Total;Total;Mujer;285;60;1,65;70;2,5;138;69
11/01/2021;Total;SEO;Total;Total;Mujer;330;75;1,35;45;4;162;81
12/01/2021;Total;SEO;Total;Total;Mujer;300;45;1,5;46;2;138;69
13/01/2021;Total;SEO;Total;Total;Mujer;315;60;1,65;35;2,5;150;75
14/01/2021;Total;SEO;Total;Total;Mujer;360;75;1,8;65;3;174;87
15/01/2021;Total;SEO;Total;Total;Mujer;375;60;1,65;50;1,5;174;87
16/01/2021;Total;SEO;Total;Total;Mujer;360;30;1,5;45;2,5;156;78
17/01/2021;Total;SEO;Total;Total;Mujer;330;75;1,65;65;4;162;81
18/01/2021;Total;SEO;Total;Total;Mujer;390;90;1,8;70;2;192;96
19/01/2021;Total;SEO;Total;Total;Mujer;405;60;1,95;35;2,5;186;93
20/01/2021;Total;SEO;Total;Total;Mujer;375;45;1,65;45;3;168;84
21/01/2021;Total;SEO;Total;Total;Mujer;390;75;1,95;55;1,5;186;93
22/01/2021;Total;SEO;Total;Total;Mujer;405;90;2,1;67;2,5;198;99
23/01/2021;Total;SEO;Total;Total;Mujer;360;60;1,8;77;4;168;84
24/01/2021;Total;SEO;Total;Total;Mujer;345;45;1,5;40;2;156;78
25/01/2021;Total;SEO;Total;Total;Mujer;420;60;1,65;35;2,5;192;96
26/01/2021;Total;SEO;Total;Total;Mujer;435;90;1,35;36;3;210;105
27/01/2021;Total;SEO;Total;Total;Mujer;450;75;2,1;42;1,5;210;105
28/01/2021;Total;SEO;Total;Total;Mujer;465;90;2,25;56;2,5;222;111
29/01/2021;Total;SEO;Total;Total;Mujer;435;60;2,1;57;4;198;99
30/01/2021;Total;SEO;Total;Total;Mujer;420;30;1,8;35;2;180;90
31/01/2021;Total;SEO;Total;Total;Mujer;442,5;60;1,95;45;2,5;201;100,5
01/02/2021;Total;SEO;Total;Total;Mujer;480;90;2,25;60;3;228;114
02/02/2021;Total;SEO;Total;Total;Mujer;495;60;1,95;70;1,5;222;111
03/02/2021;Total;SEO;Total;Total;Mujer;465;60;1,8;45;2,5;210;105
04/02/2021;Total;SEO;Total;Total;Mujer;480;75;2,1;46;4;222;111
05/02/2021;Total;SEO;Total;Total;Mujer;465;45;1,95;35;2;204;102
06/02/2021;Total;SEO;Total;Total;Mujer;525;60;2,25;65;2,5;234;117
07/02/2021;Total;SEO;Total;Total;Mujer;540;75;2,25;50;3;246;123
08/02/2021;Total;SEO;Total;Total;Mujer;495;45;1,8;45;1,5;216;108
09/02/2021;Total;SEO;Total;Total;Mujer;540;90;2,4;65;2,5;252;126
10/02/2021;Total;SEO;Total;Total;Mujer;525;75;2,25;70;4;240;120
11/02/2021;Total;SEO;Total;Total;Mujer;510;60;2,1;35;2;228;114
12/02/2021;Total;SEO;Total;Total;Mujer;555;75;1,95;45;2,5;252;126
13/02/2021;Total;SEO;Total;Total;Mujer;570;45;2,25;55;3;246;123
14/02/2021;Total;SEO;Total;Total;Mujer;585;90;2,4;67;1,5;270;135
15/02/2021;Total;SEO;Total;Total;Mujer;570;75;2,25;77;2,5;258;129
16/02/2021;Total;SEO;Total;Total;Mujer;585;90;2,1;40;4;270;135
17/02/2021;Total;SEO;Total;Total;Mujer;600;105;2,4;35;2;282;141
18/02/2021;Total;SEO;Total;Total;Mujer;615;105;2,4;36;2,5;288;144
19/02/2021;Total;SEO;Total;Total;Mujer;585;60;2,1;42;3;258;129
20/02/2021;Total;SEO;Total;Total;Mujer;630;90;2,4;56;1,5;288;144
21/02/2021;Total;SEO;Total;Total;Mujer;600;75;2,25;57;2,5;270;135
22/02/2021;Total;SEO;Total;Total;Mujer;615;90;2,1;35;4;282;141
23/02/2021;Total;SEO;Total;Total;Mujer;645;75;2,25;45;2;288;144
24/02/2021;Total;SEO;Total;Total;Mujer;660;90;2,4;60;2,5;300;150
25/02/2021;Total;SEO;Total;Total;Mujer;675;105;2,4;70;3;312;156
26/02/2021;Total;SEO;Total;Total;Mujer;645;90;2,1;45;1,5;294;147
27/02/2021;Total;SEO;Total;Total;Mujer;675;105;2,25;46;2,5;312;156
28/02/2021;Total;SEO;Total;Total;Mujer;690;105;2,4;35;4;318;159
01/01/2021;Total;Redes sociales;Total;Total;Mujer;50;15;0,5;40;2,5;26;13
02/01/2021;Total;Redes sociales;Total;Total;Mujer;75;10;0,6;35;3;34;17
03/01/2021;Total;Redes sociales;Total;Total;Mujer;75;25;0,4;36;1,5;40;20
04/01/2021;Total;Redes sociales;Total;Total;Mujer;90;30;0,6;42;2,5;48;24
05/01/2021;Total;Redes sociales;Total;Total;Mujer;100;15;0,6;56;4;46;23
06/01/2021;Total;Redes sociales;Total;Total;Mujer;100;15;0,6;57;2;46;23
07/01/2021;Total;Redes sociales;Total;Total;Mujer;105;20;0,55;35;2,5;50;25
08/01/2021;Total;Redes sociales;Total;Total;Mujer;110;25;0,5;45;3;54;27
09/01/2021;Total;Redes sociales;Total;Total;Mujer;90;15;0,45;60;1,5;42;21
10/01/2021;Total;Redes sociales;Total;Total;Mujer;95;20;0,55;70;2,5;46;23
11/01/2021;Total;Redes sociales;Total;Total;Mujer;110;25;0,45;45;4;54;27
12/01/2021;Total;Redes sociales;Total;Total;Mujer;100;15;0,5;46;2;46;23
13/01/2021;Total;Redes sociales;Total;Total;Mujer;105;20;0,55;35;2,5;50;25
14/01/2021;Total;Redes sociales;Total;Total;Mujer;120;25;0,6;65;3;58;29
15/01/2021;Total;Redes sociales;Total;Total;Mujer;125;20;0,55;50;1,5;58;29
16/01/2021;Total;Redes sociales;Total;Total;Mujer;120;10;0,5;45;2,5;52;26
17/01/2021;Total;Redes sociales;Total;Total;Mujer;110;25;0,55;65;4;54;27
18/01/2021;Total;Redes sociales;Total;Total;Mujer;130;30;0,6;70;2;64;32
19/01/2021;Total;Redes sociales;Total;Total;Mujer;135;20;0,65;35;2,5;62;31
20/01/2021;Total;Redes sociales;Total;Total;Mujer;125;15;0,55;45;3;56;28
21/01/2021;Total;Redes sociales;Total;Total;Mujer;130;25;0,65;55;1,5;62;31
22/01/2021;Total;Redes sociales;Total;Total;Mujer;135;30;0,7;67;2,5;66;33
23/01/2021;Total;Redes sociales;Total;Total;Mujer;120;20;0,6;77;4;56;28
24/01/2021;Total;Redes sociales;Total;Total;Mujer;115;15;0,5;40;2;52;26
25/01/2021;Total;Redes sociales;Total;Total;Mujer;140;20;0,55;35;2,5;64;32
26/01/2021;Total;Redes sociales;Total;Total;Mujer;145;30;0,45;36;3;70;35
27/01/2021;Total;Redes sociales;Total;Total;Mujer;150;25;0,7;42;1,5;70;35
28/01/2021;Total;Redes sociales;Total;Total;Mujer;155;30;0,75;56;2,5;74;37
29/01/2021;Total;Redes sociales;Total;Total;Mujer;145;20;0,7;57;4;66;33
30/01/2021;Total;Redes sociales;Total;Total;Mujer;140;10;0,6;35;2;60;30
31/01/2021;Total;Redes sociales;Total;Total;Mujer;147,5;20;0,65;45;2,5;67;33,5
01/02/2021;Total;Redes sociales;Total;Total;Mujer;160;30;0,75;60;3;76;38
02/02/2021;Total;Redes sociales;Total;Total;Mujer;165;20;0,65;70;1,5;74;37
03/02/2021;Total;Redes sociales;Total;Total;Mujer;155;20;0,6;45;2,5;70;35
04/02/2021;Total;Redes sociales;Total;Total;Mujer;160;25;0,7;46;4;74;37
05/02/2021;Total;Redes sociales;Total;Total;Mujer;155;15;0,65;35;2;68;34
06/02/2021;Total;Redes sociales;Total;Total;Mujer;175;20;0,75;65;2,5;78;39
07/02/2021;Total;Redes sociales;Total;Total;Mujer;180;25;0,75;50;3;82;41
08/02/2021;Total;Redes sociales;Total;Total;Mujer;165;15;0,6;45;1,5;72;36
09/02/2021;Total;Redes sociales;Total;Total;Mujer;180;30;0,8;65;2,5;84;42
10/02/2021;Total;Redes sociales;Total;Total;Mujer;175;25;0,75;70;4;80;40
11/02/2021;Total;Redes sociales;Total;Total;Mujer;170;20;0,7;35;2;76;38
12/02/2021;Total;Redes sociales;Total;Total;Mujer;185;25;0,65;45;2,5;84;42
13/02/2021;Total;Redes sociales;Total;Total;Mujer;190;15;0,75;55;3;82;41
14/02/2021;Total;Redes sociales;Total;Total;Mujer;195;30;0,8;67;1,5;90;45
15/02/2021;Total;Redes sociales;Total;Total;Mujer;190;25;0,75;77;2,5;86;43
16/02/2021;Total;Redes sociales;Total;Total;Mujer;195;30;0,7;40;4;90;45
17/02/2021;Total;Redes sociales;Total;Total;Mujer;200;35;0,8;35;2;94;47
18/02/2021;Total;Redes sociales;Total;Total;Mujer;205;35;0,8;36;2,5;96;48
19/02/2021;Total;Redes sociales;Total;Total;Mujer;195;20;0,7;42;3;86;43
20/02/2021;Total;Redes sociales;Total;Total;Mujer;210;30;0,8;56;1,5;96;48
21/02/2021;Total;Redes sociales;Total;Total;Mujer;200;25;0,75;57;2,5;90;45
22/02/2021;Total;Redes sociales;Total;Total;Mujer;205;30;0,7;35;4;94;47
23/02/2021;Total;Redes sociales;Total;Total;Mujer;215;25;0,75;45;2;96;48
24/02/2021;Total;Redes sociales;Total;Total;Mujer;220;30;0,8;60;2,5;100;50
25/02/2021;Total;Redes sociales;Total;Total;Mujer;225;35;0,8;70;3;104;52
26/02/2021;Total;Redes sociales;Total;Total;Mujer;215;30;0,7;45;1,5;98;49
27/02/2021;Total;Redes sociales;Total;Total;Mujer;225;35;0,75;46;2,5;104;52
28/02/2021;Total;Redes sociales;Total;Total;Mujer;230;35;0,8;35;4;106;53
01/01/2021;Total;Redes sociales paid;Total;Total;Mujer;50;75;2,5;40;2,5;50;25
02/01/2021;Total;Redes sociales paid;Total;Total;Mujer;75;75;2,5;35;3;60;30
03/01/2021;Total;Redes sociales paid;Total;Total;Mujer;75;75;2,5;36;1,5;60;30
04/01/2021;Total;Redes sociales paid;Total;Total;Mujer;90;75;2,5;42;2,5;66;33
05/01/2021;Total;Redes sociales paid;Total;Total;Mujer;100;75;2,5;56;4;70;35
06/01/2021;Total;Redes sociales paid;Total;Total;Mujer;100;75;2,5;57;2;70;35
07/01/2021;Total;Redes sociales paid;Total;Total;Mujer;105;75;2,5;35;2,5;72;36
08/01/2021;Total;Redes sociales paid;Total;Total;Mujer;110;75;2,5;45;3;74;37
09/01/2021;Total;Redes sociales paid;Total;Total;Mujer;90;75;2,5;60;1,5;66;33
10/01/2021;Total;Redes sociales paid;Total;Total;Mujer;95;75;2,5;70;2,5;68;34
11/01/2021;Total;Redes sociales paid;Total;Total;Mujer;110;75;2,5;45;4;74;37
12/01/2021;Total;Redes sociales paid;Total;Total;Mujer;100;75;2,5;46;2;70;35
13/01/2021;Total;Redes sociales paid;Total;Total;Mujer;105;75;2,5;35;2,5;72;36
14/01/2021;Total;Redes sociales paid;Total;Total;Mujer;120;75;2,5;65;3;78;39
15/01/2021;Total;Redes sociales paid;Total;Total;Mujer;125;75;2,5;50;1,5;80;40
16/01/2021;Total;Redes sociales paid;Total;Total;Mujer;120;75;2,5;45;2,5;78;39
17/01/2021;Total;Redes sociales paid;Total;Total;Mujer;110;75;2,5;65;4;74;37
18/01/2021;Total;Redes sociales paid;Total;Total;Mujer;130;75;2,5;70;2;82;41
19/01/2021;Total;Redes sociales paid;Total;Total;Mujer;135;75;2,5;35;2,5;84;42
20/01/2021;Total;Redes sociales paid;Total;Total;Mujer;125;75;2,5;45;3;80;40
21/01/2021;Total;Redes sociales paid;Total;Total;Mujer;130;75;2,5;55;1,5;82;41
22/01/2021;Total;Redes sociales paid;Total;Total;Mujer;135;75;2,5;67;2,5;84;42
23/01/2021;Total;Redes sociales paid;Total;Total;Mujer;120;75;2,5;77;4;78;39
24/01/2021;Total;Redes sociales paid;Total;Total;Mujer;115;75;2,5;40;2;76;38
25/01/2021;Total;Redes sociales paid;Total;Total;Mujer;140;75;2,5;35;2,5;86;43
26/01/2021;Total;Redes sociales paid;Total;Total;Mujer;145;75;2,5;36;3;88;44
27/01/2021;Total;Redes sociales paid;Total;Total;Mujer;150;75;2,5;42;1,5;90;45
28/01/2021;Total;Redes sociales paid;Total;Total;Mujer;155;75;2,5;56;2,5;92;46
29/01/2021;Total;Redes sociales paid;Total;Total;Mujer;145;75;2,5;57;4;88;44
30/01/2021;Total;Redes sociales paid;Total;Total;Mujer;140;75;2,5;35;2;86;43
31/01/2021;Total;Redes sociales paid;Total;Total;Mujer;147,5;75;2,5;45;2,5;89;44,5
01/02/2021;Total;Redes sociales paid;Total;Total;Mujer;160;75;2,5;60;3;94;47
02/02/2021;Total;Redes sociales paid;Total;Total;Mujer;165;75;2,5;70;1,5;96;48
03/02/2021;Total;Redes sociales paid;Total;Total;Mujer;155;75;2,5;45;2,5;92;46
04/02/2021;Total;Redes sociales paid;Total;Total;Mujer;160;75;2,5;46;4;94;47
05/02/2021;Total;Redes sociales paid;Total;Total;Mujer;155;75;2,5;35;2;92;46
06/02/2021;Total;Redes sociales paid;Total;Total;Mujer;175;75;2,5;65;2,5;100;50
07/02/2021;Total;Redes sociales paid;Total;Total;Mujer;180;75;2,5;50;3;102;51
08/02/2021;Total;Redes sociales paid;Total;Total;Mujer;165;75;2,5;45;1,5;96;48
09/02/2021;Total;Redes sociales paid;Total;Total;Mujer;180;75;2,5;65;2,5;102;51
10/02/2021;Total;Redes sociales paid;Total;Total;Mujer;175;75;2,5;70;4;100;50
11/02/2021;Total;Redes sociales paid;Total;Total;Mujer;170;75;2,5;35;2;98;49
12/02/2021;Total;Redes sociales paid;Total;Total;Mujer;185;75;2,5;45;2,5;104;52
13/02/2021;Total;Redes sociales paid;Total;Total;Mujer;190;75;2,5;55;3;106;53
14/02/2021;Total;Redes sociales paid;Total;Total;Mujer;195;75;2,5;67;1,5;108;54
15/02/2021;Total;Redes sociales paid;Total;Total;Mujer;190;75;2,5;77;2,5;106;53
